"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-20","2001","06","20","","24.0","","9.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-21","2001","06","21","","24.0","","7.0","","15.5","","2.5","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-22","2001","06","22","","20.0","","7.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-23","2001","06","23","","20.0","","4.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-24","2001","06","24","","12.0","E","4.0","","8.0","E","10.0","E","0.0","E","40.8","","0.0","","40.8","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-25","2001","06","25","","12.0","","6.0","","9.0","","9.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-26","2001","06","26","","16.0","","4.0","","10.0","","8.0","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-27","2001","06","27","","12.0","","5.0","","8.5","","9.5","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-28","2001","06","28","","17.0","E","9.0","","13.0","E","5.0","E","0.0","E","2.0","E","0.0","","2.0","E","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-29","2001","06","29","","16.0","E","7.5","E","11.8","E","6.2","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-06-30","2001","06","30","","21.0","E","8.0","E","14.5","E","3.5","E","0.0","E","1.0","E","0.0","","1.0","E","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-01","2001","07","01","","19.5","E","7.0","E","13.3","E","4.7","E","0.0","E","3.0","","0.0","","3.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-02","2001","07","02","","22.0","","5.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-03","2001","07","03","","24.5","","4.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-04","2001","07","04","","26.0","","8.0","","17.0","","1.0","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-05","2001","07","05","","18.0","","14.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-06","2001","07","06","","19.5","","6.0","","12.8","","5.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-07","2001","07","07","","19.5","","8.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-08","2001","07","08","","21.5","","3.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-09","2001","07","09","","27.5","","3.0","","15.3","","2.7","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-10","2001","07","10","","21.0","","9.0","","15.0","","3.0","","0.0","","18.2","","0.0","","18.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-11","2001","07","11","","20.0","","9.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-12","2001","07","12","","23.0","","2.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-13","2001","07","13","","26.0","","7.0","","16.5","","1.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-14","2001","07","14","","21.0","","10.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-15","2001","07","15","","16.5","","5.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-16","2001","07","16","","21.0","","6.5","","13.8","","4.2","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-17","2001","07","17","","18.0","","10.0","","14.0","","4.0","","0.0","","13.6","","0.0","","13.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-18","2001","07","18","","19.0","","9.0","","14.0","","4.0","","0.0","","10.2","","0.0","","10.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-19","2001","07","19","","17.0","","7.0","","12.0","","6.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-20","2001","07","20","","20.0","","12.0","","16.0","","2.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-21","2001","07","21","","21.0","","13.5","","17.3","","0.7","","0.0","","2.0","E","0.0","","2.0","E","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-22","2001","07","22","","23.0","","7.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-23","2001","07","23","","24.0","","7.0","","15.5","","2.5","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-24","2001","07","24","","18.0","","8.0","","13.0","","5.0","","0.0","","15.2","","0.0","","15.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-25","2001","07","25","","17.0","","10.0","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-26","2001","07","26","","21.0","","5.0","","13.0","","5.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-27","2001","07","27","","20.0","","5.0","","12.5","","5.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-28","2001","07","28","","17.0","E","5.0","","11.0","E","7.0","E","0.0","E","3.0","E","0.0","","3.0","E","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-29","2001","07","29","","21.0","","5.0","","13.0","","5.0","","0.0","","18.8","","0.0","","18.8","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-30","2001","07","30","","20.5","","7.0","","13.8","","4.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-07-31","2001","07","31","","22.0","","5.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-01","2001","08","01","","22.0","","6.0","","14.0","","4.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-02","2001","08","02","","21.0","","8.0","","14.5","","3.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-03","2001","08","03","","20.0","","5.0","","12.5","","5.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-04","2001","08","04","","18.0","E","10.0","","14.0","E","4.0","E","0.0","E","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-05","2001","08","05","","20.0","","5.0","","12.5","","5.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-06","2001","08","06","","21.0","","7.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-07","2001","08","07","","20.0","","10.0","","15.0","","3.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-08","2001","08","08","","21.0","","5.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-09","2001","08","09","","24.0","","4.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-10","2001","08","10","","25.0","","6.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-11","2001","08","11","","25.0","","7.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-12","2001","08","12","","27.0","","6.0","E","16.5","E","1.5","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-13","2001","08","13","","27.0","","7.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-14","2001","08","14","","25.0","","9.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-15","2001","08","15","","28.5","","7.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-16","2001","08","16","","28.5","","7.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-17","2001","08","17","","30.0","","7.5","","18.8","","0.0","","0.8","","8.4","","0.0","","8.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-18","2001","08","18","","23.0","","11.0","","17.0","","1.0","","0.0","","38.0","","0.0","","38.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-19","2001","08","19","","15.0","E","7.0","","11.0","E","7.0","E","0.0","E","8.2","","0.0","","8.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-20","2001","08","20","","17.0","","4.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-21","2001","08","21","","19.0","","1.5","","10.3","","7.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-22","2001","08","22","","20.5","","9.0","","14.8","","3.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-23","2001","08","23","","18.0","","10.0","","14.0","","4.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-24","2001","08","24","","16.0","","3.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-25","2001","08","25","","19.0","","3.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-26","2001","08","26","","22.0","","4.0","","13.0","","5.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-27","2001","08","27","","21.0","","4.0","","12.5","","5.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-28","2001","08","28","","19.0","","7.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-29","2001","08","29","","21.0","","2.5","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-30","2001","08","30","","24.0","","3.0","","13.5","","4.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-08-31","2001","08","31","","19.0","","10.0","","14.5","","3.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-01","2001","09","01","","17.0","E","4.0","","10.5","E","7.5","E","0.0","E","0.2","E","0.0","","0.2","E","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-02","2001","09","02","","18.0","E","0.5","E","9.3","E","8.7","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-03","2001","09","03","","16.0","E","2.0","E","9.0","E","9.0","E","0.0","E","2.8","","0.0","","2.8","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-04","2001","09","04","","17.0","","2.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-05","2001","09","05","","17.0","","-0.5","","8.3","","9.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-06","2001","09","06","","16.0","","4.0","","10.0","","8.0","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-07","2001","09","07","","16.0","","4.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-08","2001","09","08","","15.0","","-0.5","","7.3","","10.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-09","2001","09","09","","12.0","","4.0","","8.0","","10.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-10","2001","09","10","","9.0","","4.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-11","2001","09","11","","9.0","","-3.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-12","2001","09","12","","12.0","","-4.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-13","2001","09","13","","20.0","","-1.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-14","2001","09","14","","23.0","","-1.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-15","2001","09","15","","23.0","","1.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-16","2001","09","16","","19.0","","2.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-17","2001","09","17","","21.0","","2.0","","11.5","","6.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-18","2001","09","18","","20.5","","4.0","","12.3","","5.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-19","2001","09","19","","16.0","","2.5","","9.3","","8.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-20","2001","09","20","","15.5","","-2.0","","6.8","","11.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-21","2001","09","21","","13.0","","-1.0","","6.0","","12.0","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-22","2001","09","22","","19.0","","2.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-23","2001","09","23","","27.0","","4.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-24","2001","09","24","","22.0","","1.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-25","2001","09","25","","23.0","","2.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-26","2001","09","26","","17.0","","7.0","","12.0","","6.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-27","2001","09","27","","14.0","","2.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-28","2001","09","28","","15.0","","-4.5","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-29","2001","09","29","","20.0","","-4.0","","8.0","","10.0","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-09-30","2001","09","30","","13.0","","2.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-01","2001","10","01","","14.0","","-2.5","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-02","2001","10","02","","13.0","","-3.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-03","2001","10","03","","11.5","","-7.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-04","2001","10","04","","11.5","","-9.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-05","2001","10","05","","18.0","","-6.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-06","2001","10","06","","16.0","E","0.5","E","8.3","E","9.7","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-07","2001","10","07","","11.0","E","-1.0","E","5.0","E","13.0","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-08","2001","10","08","","14.0","E","0.0","E","7.0","E","11.0","E","0.0","E","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-09","2001","10","09","","10.5","","-0.5","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-10","2001","10","10","","11.5","","-4.0","","3.8","","14.2","","0.0","","5.4","","0.0","T","5.4","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-11","2001","10","11","","10.0","","-1.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-12","2001","10","12","","10.0","","-3.0","","3.5","","14.5","","0.0","","3.2","","0.0","T","3.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-13","2001","10","13","","8.5","","0.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-14","2001","10","14","","8.5","","-1.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-15","2001","10","15","","4.5","","-10.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-16","2001","10","16","","9.5","","-2.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-17","2001","10","17","","7.0","","-2.5","","2.3","","15.7","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-18","2001","10","18","","11.0","","-2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-19","2001","10","19","","11.5","","-1.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-20","2001","10","20","","6.0","","-5.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-21","2001","10","21","","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","0.6","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-22","2001","10","22","","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","4.0","","4.0","","0","T","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-23","2001","10","23","","1.0","","-3.5","","-1.3","","19.3","","0.0","","0.0","","1.2","","1.2","","4","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-24","2001","10","24","","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.8","","0.8","","5","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-25","2001","10","25","","5.0","","-10.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-26","2001","10","26","","10.0","","-7.0","","1.5","","16.5","","0.0","","0.4","","0.0","","0.4","","5","E","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-27","2001","10","27","","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-28","2001","10","28","","5.5","","-9.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-29","2001","10","29","","6.5","","-12.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-30","2001","10","30","","9.0","","-10.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-10-31","2001","10","31","","6.5","","-5.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-01","2001","11","01","","9.5","","-3.0","","3.3","","14.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-02","2001","11","02","","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-03","2001","11","03","","6.5","","-8.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-04","2001","11","04","","11.0","","-4.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-05","2001","11","05","","7.0","","-8.5","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-06","2001","11","06","","3.5","","-13.0","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-07","2001","11","07","","4.0","","-11.0","","-3.5","","21.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-08","2001","11","08","","8.5","","-2.0","","3.3","","14.7","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-09","2001","11","09","","4.0","","-2.0","","1.0","","17.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-10","2001","11","10","","4.5","","0.0","","2.3","","15.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-11","2001","11","11","","6.0","","-4.5","","0.8","","17.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-12","2001","11","12","","9.0","","-2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-13","2001","11","13","","12.0","","-3.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-14","2001","11","14","","9.0","","-4.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-15","2001","11","15","","12.0","","-2.5","","4.8","","13.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-118.64","55.45","SEXSMITH WIEBE","3075858","2001-11-16","2001","11","16","","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","T","0.0","T","0.0","T","0","","","","",""
